Cluster,TotalQuantity,AvgTransactionValue,AvgUnitPrice
0,657.7766749379653,3932.5009905415486,12.961870249835423
1,332.17656765676566,1223.698161876902,10.949439224048197
2,240.88679245283018,1148.847794274325,13.757336440308721
3,1690.7005917159763,2881.92132770583,12.032700671620145
